,CIK,Company Name,Form Type,Date Filed,Filename,URL
531,1090727,UNITED PARCEL SERVICE INC,10-K,2016-02-25,edgar/data/1090727/0001090727-16-000053.txt,https://www.sec.gov/Archives/edgar/data/1090727/000109072716000053/ups-12312015x10k.htm
532,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",10-K,2016-02-10,edgar/data/1091667/0001091667-16-000396.txt,https://www.sec.gov/Archives/edgar/data/1091667/000109166716000396/chtr123115-10k.htm
533,109198,TJX COMPANIES INC /DE/,10-K,2016-03-29,edgar/data/109198/0001193125-16-521424.txt,https://www.sec.gov/Archives/edgar/data/109198/000119312516521424/d110852d10k.htm
534,1093557,DEXCOM INC,10-K,2016-02-23,edgar/data/1093557/0001093557-16-000432.txt,https://www.sec.gov/Archives/edgar/data/1093557/000109355716000432/dxcm-12312015x10k.htm
535,109380,ZIONS BANCORPORATION /UT/,10-K,2016-02-29,edgar/data/109380/0000109380-16-000345.txt,https://www.sec.gov/Archives/edgar/data/109380/000010938016000345/zion-20151231x10k.htm
536,1094285,TELEDYNE TECHNOLOGIES INC,10-K,2016-03-01,edgar/data/1094285/0001094285-16-000177.txt,https://www.sec.gov/Archives/edgar/data/1094285/000109428516000177/tdy-20160103x10k.htm
537,1095073,EVEREST RE GROUP LTD,10-K,2016-02-29,edgar/data/1095073/0001095073-16-000071.txt,https://www.sec.gov/Archives/edgar/data/1095073/000109507316000071/group10k2015.htm
538,1097149,ALIGN TECHNOLOGY INC,10-K,2016-02-25,edgar/data/1097149/0001097149-16-000031.txt,https://www.sec.gov/Archives/edgar/data/1097149/000109714916000031/algn-20151231x10k.htm
539,1099219,METLIFE INC,10-K,2016-02-25,edgar/data/1099219/0000937834-16-000077.txt,https://www.sec.gov/Archives/edgar/data/1099219/000093783416000077/met-12312015x10k.htm
540,1099800,Edwards Lifesciences Corp,10-K,2016-02-19,edgar/data/1099800/0001099800-16-000044.txt,https://www.sec.gov/Archives/edgar/data/1099800/000109980016000044/ew10-k2015.htm
541,1101239,EQUINIX INC,10-K,2016-02-26,edgar/data/1101239/0001628280-16-011802.txt,https://www.sec.gov/Archives/edgar/data/1101239/000162828016011802/equix_20151231x10k.htm
542,1103982,"Mondelez International, Inc.",10-K,2016-02-19,edgar/data/1103982/0001193125-16-469394.txt,https://www.sec.gov/Archives/edgar/data/1103982/000119312516469394/d51394d10k.htm
543,1108524,SALESFORCE COM INC,10-K,2016-03-07,edgar/data/1108524/0001108524-16-000053.txt,https://www.sec.gov/Archives/edgar/data/1108524/000110852416000053/crm-2016131x10k.htm
544,1109357,EXELON CORP,10-K,2016-02-10,edgar/data/1109357/0001193125-16-457652.txt,https://www.sec.gov/Archives/edgar/data/1109357/000119312516457652/d129102d10k.htm
545,1110803,ILLUMINA INC,10-K,2016-03-02,edgar/data/1110803/0001110803-16-000175.txt,https://www.sec.gov/Archives/edgar/data/1110803/000111080316000175/fy201510-k.htm
546,1111711,NISOURCE INC/DE,10-K,2016-02-18,edgar/data/1111711/0001111711-16-000049.txt,https://www.sec.gov/Archives/edgar/data/1111711/000111171116000049/ni-20151231x10kq4.htm
547,1111928,IPG PHOTONICS CORP,10-K,2016-02-26,edgar/data/1111928/0001111928-16-000159.txt,https://www.sec.gov/Archives/edgar/data/1111928/000111192816000159/ipgp-20151231x10k.htm
548,1113169,PRICE T ROWE GROUP INC,10-K,2016-02-05,edgar/data/1113169/0001113169-16-000033.txt,https://www.sec.gov/Archives/edgar/data/1113169/000111316916000033/a201510k.htm
549,1120193,"NASDAQ, INC.",10-K,2016-02-26,edgar/data/1120193/0001120193-16-000020.txt,https://www.sec.gov/Archives/edgar/data/1120193/000112019316000020/ndaq-20151231x10k.htm
550,1121788,GARMIN LTD,10-K,2016-02-17,edgar/data/1121788/0001615774-16-004243.txt,https://www.sec.gov/Archives/edgar/data/1121788/000161577416004243/s102606_10k.htm
551,1126328,PRINCIPAL FINANCIAL GROUP INC,10-K,2016-02-10,edgar/data/1126328/0001047469-16-010094.txt,https://www.sec.gov/Archives/edgar/data/1126328/000104746916010094/a2227257z10-k.htm
552,1130310,CENTERPOINT ENERGY INC,10-K,2016-02-26,edgar/data/1130310/0001130310-16-000031.txt,https://www.sec.gov/Archives/edgar/data/1130310/000113031016000031/cnp_10kx12312015.htm
553,1133421,NORTHROP GRUMMAN CORP /DE/,10-K,2016-02-01,edgar/data/1133421/0001133421-16-000065.txt,https://www.sec.gov/Archives/edgar/data/1133421/000113342116000065/noc-12312015x10k.htm
554,1136869,"ZIMMER BIOMET HOLDINGS, INC.",10-K,2016-02-29,edgar/data/1136869/0001193125-16-485039.txt,https://www.sec.gov/Archives/edgar/data/1136869/000119312516485039/d112646d10k.htm
555,1136893,"Fidelity National Information Services, Inc.",10-K,2016-02-26,edgar/data/1136893/0001136893-16-000061.txt,https://www.sec.gov/Archives/edgar/data/1136893/000113689316000061/a10-k2015.htm
556,1137774,PRUDENTIAL FINANCIAL INC,10-K,2016-02-19,edgar/data/1137774/0001137774-16-000226.txt,https://www.sec.gov/Archives/edgar/data/1137774/000113777416000226/pfi201510-k.htm
557,1138118,"CBRE GROUP, INC.",10-K,2016-02-29,edgar/data/1138118/0001193125-16-484680.txt,https://www.sec.gov/Archives/edgar/data/1138118/000119312516484680/d215062d10k.htm
558,1140536,WILLIS TOWERS WATSON PLC,10-K,2016-02-29,edgar/data/1140536/0001140536-16-000035.txt,https://www.sec.gov/Archives/edgar/data/1140536/000114053616000035/wtw10-k2015.htm
559,1141391,MASTERCARD INC,10-K,2016-02-12,edgar/data/1141391/0001141391-16-000085.txt,https://www.sec.gov/Archives/edgar/data/1141391/000114139116000085/ma12312015-10xk.htm
560,11544,BERKLEY W R CORP,10-K,2016-02-22,edgar/data/11544/0000011544-16-000086.txt,https://www.sec.gov/Archives/edgar/data/11544/000001154416000086/wrb1231201510k.htm
561,1156039,"Anthem, Inc.",10-K,2016-02-19,edgar/data/1156039/0001156039-16-000018.txt,https://www.sec.gov/Archives/edgar/data/1156039/000115603916000018/antm-2015123110kforq4.htm
562,1156375,CME GROUP INC.,10-K,2016-02-26,edgar/data/1156375/0001156375-16-000116.txt,https://www.sec.gov/Archives/edgar/data/1156375/000115637516000116/cme-2015123110k.htm
563,1158449,ADVANCE AUTO PARTS INC,10-K,2016-03-01,edgar/data/1158449/0001158449-16-000299.txt,https://www.sec.gov/Archives/edgar/data/1158449/000115844916000299/aap_10kx122016.htm
564,1163165,CONOCOPHILLIPS,10-K,2016-02-23,edgar/data/1163165/0001193125-16-472901.txt,https://www.sec.gov/Archives/edgar/data/1163165/000119312516472901/d145414d10k.htm
565,1164727,NEWMONT MINING CORP /DE/,10-K,2016-02-17,edgar/data/1164727/0001558370-16-003258.txt,https://www.sec.gov/Archives/edgar/data/1164727/000155837016003258/nem-20151231x10k.htm
566,1166691,COMCAST CORP,10-K,2016-02-05,edgar/data/1166691/0001193125-16-452423.txt,https://www.sec.gov/Archives/edgar/data/1166691/000119312516452423/d49239d10k.htm
567,1174922,WYNN RESORTS LTD,10-K,2016-02-29,edgar/data/1174922/0001174922-16-000144.txt,https://www.sec.gov/Archives/edgar/data/1174922/000117492216000144/wrl-20151231x10k.htm
568,1175454,FLEETCOR TECHNOLOGIES INC,10-K,2016-02-29,edgar/data/1175454/0001193125-16-485752.txt,https://www.sec.gov/Archives/edgar/data/1175454/000119312516485752/d18451d10k.htm
569,12208,BIO RAD LABORATORIES INC,10-K,2016-02-29,edgar/data/12208/0000012208-16-000053.txt,https://www.sec.gov/Archives/edgar/data/12208/000001220816000053/a10k123115.htm
570,1262039,FORTINET INC,10-K,2016-02-26,edgar/data/1262039/0001262039-16-000053.txt,https://www.sec.gov/Archives/edgar/data/1262039/000126203916000053/ftnt-201510k.htm
571,1267238,ASSURANT INC,10-K,2016-02-16,edgar/data/1267238/0001628280-16-011239.txt,https://www.sec.gov/Archives/edgar/data/1267238/000162828016011239/aiz1231201510k.htm
572,1278021,MARKETAXESS HOLDINGS INC,10-K,2016-02-25,edgar/data/1278021/0001564590-16-013407.txt,https://www.sec.gov/Archives/edgar/data/1278021/000156459016013407/mktx-10k_20151231.htm
573,1281761,REGIONS FINANCIAL CORP,10-K,2016-02-16,edgar/data/1281761/0001281761-16-000108.txt,https://www.sec.gov/Archives/edgar/data/1281761/000128176116000108/rf-20151231x10k.htm
574,1283699,"T-Mobile US, Inc.",10-K,2016-02-17,edgar/data/1283699/0001283699-16-000073.txt,https://www.sec.gov/Archives/edgar/data/1283699/000128369916000073/tmus12312015form10-k.htm
575,1285785,MOSAIC CO,10-K,2016-02-19,edgar/data/1285785/0001618034-16-000025.txt,https://www.sec.gov/Archives/edgar/data/1285785/000161803416000025/mos-20151231x10k.htm
576,1286681,DOMINOS PIZZA INC,10-K,2016-02-25,edgar/data/1286681/0001193125-16-476935.txt,https://www.sec.gov/Archives/edgar/data/1286681/000119312516476935/d128680d10k.htm
577,1289490,Extra Space Storage Inc.,10-K,2016-02-29,edgar/data/1289490/0001193125-16-485633.txt,https://www.sec.gov/Archives/edgar/data/1289490/000119312516485633/d103311d10k.htm
578,12927,BOEING CO,10-K,2016-02-10,edgar/data/12927/0000012927-16-000099.txt,https://www.sec.gov/Archives/edgar/data/12927/000001292716000099/a201512dec3110k.htm
579,1297996,"Digital Realty Trust, Inc.",10-K,2016-02-29,edgar/data/1297996/0001297996-16-000124.txt,https://www.sec.gov/Archives/edgar/data/1297996/000129799616000124/dlr12311510k.htm
580,1300514,LAS VEGAS SANDS CORP,10-K,2016-02-26,edgar/data/1300514/0001300514-16-000023.txt,https://www.sec.gov/Archives/edgar/data/1300514/000130051416000023/lvs-20151231x10k.htm
581,1306830,Celanese Corp,10-K,2016-02-05,edgar/data/1306830/0001306830-16-000212.txt,https://www.sec.gov/Archives/edgar/data/1306830/000130683016000212/ce-20151231x10k.htm
582,1324404,"CF Industries Holdings, Inc.",10-K,2016-02-25,edgar/data/1324404/0001324404-16-000019.txt,https://www.sec.gov/Archives/edgar/data/1324404/000132440416000019/cf-12312015x10k.htm
583,1324424,"Expedia, Inc.",10-K,2016-02-11,edgar/data/1324424/0001193125-16-457822.txt,https://www.sec.gov/Archives/edgar/data/1324424/000119312516457822/d104083d10k.htm
584,1326160,Duke Energy CORP,10-K,2016-02-25,edgar/data/1326160/0001326160-16-000221.txt,https://www.sec.gov/Archives/edgar/data/1326160/000132616016000221/duk-20151231x10k.htm
585,1326801,Facebook Inc,10-K,2016-01-28,edgar/data/1326801/0001326801-16-000043.txt,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000043/fb-12312015x10k.htm
586,1335258,"Live Nation Entertainment, Inc.",10-K,2016-02-25,edgar/data/1335258/0001335258-16-000167.txt,https://www.sec.gov/Archives/edgar/data/1335258/000133525816000167/lyv-20151231x10k.htm
587,1336917,"Under Armour, Inc.",10-K,2016-02-22,edgar/data/1336917/0001336917-16-000064.txt,https://www.sec.gov/Archives/edgar/data/1336917/000133691716000064/ua-20151231x10k.htm
588,1358071,CONCHO RESOURCES INC,10-K,2016-02-25,edgar/data/1358071/0001358071-16-000026.txt,https://www.sec.gov/Archives/edgar/data/1358071/000135807116000026/Form_10_K.htm
589,1359841,Hanesbrands Inc.,10-K,2016-02-05,edgar/data/1359841/0001359841-16-000342.txt,https://www.sec.gov/Archives/edgar/data/1359841/000135984116000342/hbi-20160102x10k.htm
590,1364742,BlackRock Inc.,10-K,2016-02-26,edgar/data/1364742/0001564590-16-013511.txt,https://www.sec.gov/Archives/edgar/data/1364742/000156459016013511/blk-10k_20151231.htm
591,1365135,Western Union CO,10-K,2016-02-19,edgar/data/1365135/0001365135-16-000062.txt,https://www.sec.gov/Archives/edgar/data/1365135/000136513516000062/wu-12312015x10k.htm
592,1370637,ETSY INC,10-K,2016-03-01,edgar/data/1370637/0001370637-16-000032.txt,https://www.sec.gov/Archives/edgar/data/1370637/000137063716000032/etsy1231201510k.htm
593,1373715,"ServiceNow, Inc.",10-K,2016-02-25,edgar/data/1373715/0001373715-16-000324.txt,https://www.sec.gov/Archives/edgar/data/1373715/000137371516000324/now-20151231x10k.htm
594,1374310,"CBOE Holdings, Inc.",10-K,2016-02-19,edgar/data/1374310/0001374310-16-000038.txt,https://www.sec.gov/Archives/edgar/data/1374310/000137431016000038/cboe-1231201510k.htm
595,1378946,"People's United Financial, Inc.",10-K,2016-02-29,edgar/data/1378946/0001193125-16-485012.txt,https://www.sec.gov/Archives/edgar/data/1378946/000119312516485012/d30733d10k.htm
596,1390777,Bank of New York Mellon Corp,10-K,2016-02-26,edgar/data/1390777/0001390777-16-000204.txt,https://www.sec.gov/Archives/edgar/data/1390777/000139077716000204/bk201510-k_4q15.htm
597,1393311,Public Storage,10-K,2016-02-29,edgar/data/1393311/0001393311-16-000036.txt,https://www.sec.gov/Archives/edgar/data/1393311/000139331116000036/psa-20151231x10k.htm
598,1393612,Discover Financial Services,10-K,2016-02-24,edgar/data/1393612/0001393612-16-000059.txt,https://www.sec.gov/Archives/edgar/data/1393612/000139361216000059/dfs1231201510k.htm
599,1396009,Vulcan Materials CO,10-K,2016-02-25,edgar/data/1396009/0001396009-16-000044.txt,https://www.sec.gov/Archives/edgar/data/1396009/000139600916000044/vmc-20151231x10k.htm
600,1402057,CDW Corp,10-K,2016-02-25,edgar/data/1402057/0001402057-16-000057.txt,https://www.sec.gov/Archives/edgar/data/1402057/000140205716000057/cdw-20151231x10k.htm
601,1403568,"Ulta Salon, Cosmetics & Fragrance, Inc.",10-K,2016-03-30,edgar/data/1403568/0001193125-16-523101.txt,https://www.sec.gov/Archives/edgar/data/1403568/000119312516523101/d101485d10k.htm
602,1408198,MSCI Inc.,10-K,2016-02-26,edgar/data/1408198/0001193125-16-482334.txt,https://www.sec.gov/Archives/edgar/data/1408198/000119312516482334/d20757d10k.htm
603,1410636,"American Water Works Company, Inc.",10-K,2016-02-25,edgar/data/1410636/0001564590-16-013247.txt,https://www.sec.gov/Archives/edgar/data/1410636/000156459016013247/awk-10k_20151231.htm
604,1413329,Philip Morris International Inc.,10-K,2016-02-17,edgar/data/1413329/0001413329-16-000076.txt,https://www.sec.gov/Archives/edgar/data/1413329/000141332916000076/pm123115form10kwrapinclfsm.htm
605,1418091,"TWITTER, INC.",10-K,2016-02-29,edgar/data/1418091/0001564590-16-013646.txt,https://www.sec.gov/Archives/edgar/data/1418091/000156459016013646/twtr-10k_20151231.htm
606,14272,BRISTOL MYERS SQUIBB CO,10-K,2016-02-12,edgar/data/14272/0000014272-16-000288.txt,https://www.sec.gov/Archives/edgar/data/14272/000001427216000288/bmy-20151231x10xk.htm
607,1437107,"Discovery Communications, Inc.",10-K,2016-02-18,edgar/data/1437107/0001437107-16-000059.txt,https://www.sec.gov/Archives/edgar/data/1437107/000143710716000059/disca-2015123110k.htm
608,1442145,"Verisk Analytics, Inc.",10-K,2016-02-24,edgar/data/1442145/0001442145-16-000057.txt,https://www.sec.gov/Archives/edgar/data/1442145/000144214516000057/vrsk10k12312015.htm
609,1466258,Ingersoll-Rand plc,10-K,2016-02-12,edgar/data/1466258/0001466258-16-000319.txt,https://www.sec.gov/Archives/edgar/data/1466258/000146625816000319/ir-10kx12312015.htm
610,1467858,General Motors Co,10-K,2016-02-03,edgar/data/1467858/0001467858-16-000255.txt,https://www.sec.gov/Archives/edgar/data/1467858/000146785816000255/gm201510k.htm
611,1478242,Quintiles Transnational Holdings Inc.,10-K,2016-02-11,edgar/data/1478242/0001564590-16-012629.txt,https://www.sec.gov/Archives/edgar/data/1478242/000156459016012629/q-10k_20151231.htm
612,1489393,LyondellBasell Industries N.V.,10-K,2016-02-16,edgar/data/1489393/0001193125-16-465311.txt,https://www.sec.gov/Archives/edgar/data/1489393/000119312516465311/d131519d10k.htm
613,1492633,Nielsen Holdings plc,10-K,2016-02-19,edgar/data/1492633/0001564590-16-012905.txt,https://www.sec.gov/Archives/edgar/data/1492633/000156459016012905/nlsnnv-10k_20151231.htm
614,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",10-K,2016-02-18,edgar/data/1501585/0001501585-16-000038.txt,https://www.sec.gov/Archives/edgar/data/1501585/000150158516000038/hii201510-k.htm
615,1506307,"KINDER MORGAN, INC.",10-K,2016-02-16,edgar/data/1506307/0001506307-16-000072.txt,https://www.sec.gov/Archives/edgar/data/1506307/000150630716000072/kmi-2015x10k.htm
616,1510295,Marathon Petroleum Corp,10-K,2016-02-26,edgar/data/1510295/0001510295-16-000078.txt,https://www.sec.gov/Archives/edgar/data/1510295/000151029516000078/mpc-20151231x10k.htm
617,1513761,Norwegian Cruise Line Holdings Ltd.,10-K,2016-02-29,edgar/data/1513761/0001571049-16-012414.txt,https://www.sec.gov/Archives/edgar/data/1513761/000157104916012414/t1600485_10k.htm
618,1519751,"Fortune Brands Home & Security, Inc.",10-K,2016-02-25,edgar/data/1519751/0001193125-16-478315.txt,https://www.sec.gov/Archives/edgar/data/1519751/000119312516478315/d121353d10k.htm
619,1521332,Delphi Automotive PLC,10-K,2016-02-08,edgar/data/1521332/0001521332-16-000084.txt,https://www.sec.gov/Archives/edgar/data/1521332/000152133216000084/dlph1231201510k.htm
620,1524472,Xylem Inc.,10-K,2016-02-26,edgar/data/1524472/0001524472-16-000027.txt,https://www.sec.gov/Archives/edgar/data/1524472/000152447216000027/xyl1231201510k.htm
621,1534701,Phillips 66,10-K,2016-02-19,edgar/data/1534701/0001534701-16-000119.txt,https://www.sec.gov/Archives/edgar/data/1534701/000153470116000119/psx-20151231_10k.htm
622,1539838,"Diamondback Energy, Inc.",10-K,2016-02-19,edgar/data/1539838/0001539838-16-000129.txt,https://www.sec.gov/Archives/edgar/data/1539838/000153983816000129/diamondback201510-k.htm
623,1551152,AbbVie Inc.,10-K,2016-02-19,edgar/data/1551152/0001047469-16-010239.txt,https://www.sec.gov/Archives/edgar/data/1551152/000104746916010239/a2227341z10-k.htm
624,1551182,Eaton Corp plc,10-K,2016-02-24,edgar/data/1551182/0001551182-16-000041.txt,https://www.sec.gov/Archives/edgar/data/1551182/000155118216000041/etn12312015form10-k.htm
625,1555280,Zoetis Inc.,10-K,2016-02-24,edgar/data/1555280/0001555280-16-000344.txt,https://www.sec.gov/Archives/edgar/data/1555280/000155528016000344/zoetis-20151231x10kye.htm
626,1571949,"Intercontinental Exchange, Inc.",10-K,2016-02-04,edgar/data/1571949/0001571949-16-000020.txt,https://www.sec.gov/Archives/edgar/data/1571949/000157194916000020/ice2015123110k.htm
627,1579241,Allegion plc,10-K,2016-02-26,edgar/data/1579241/0001579241-16-000056.txt,https://www.sec.gov/Archives/edgar/data/1579241/000157924116000056/alle-10kx12312015doc.htm
628,1585689,Hilton Worldwide Holdings Inc.,10-K,2016-02-26,edgar/data/1585689/0001585689-16-000161.txt,https://www.sec.gov/Archives/edgar/data/1585689/000158568916000161/a2015hwh10-k.htm
629,1590955,"Paycom Software, Inc.",10-K,2016-02-22,edgar/data/1590955/0001564590-16-013001.txt,https://www.sec.gov/Archives/edgar/data/1590955/000156459016013001/payc-10k_20151231.htm
630,1596532,"Arista Networks, Inc.",10-K,2016-02-25,edgar/data/1596532/0001596532-16-000244.txt,https://www.sec.gov/Archives/edgar/data/1596532/000159653216000244/anet20151231-10k.htm
631,1601712,Synchrony Financial,10-K,2016-02-25,edgar/data/1601712/0001601712-16-000069.txt,https://www.sec.gov/Archives/edgar/data/1601712/000160171216000069/synchrony1231201510k.htm
632,1633917,"PayPal Holdings, Inc.",10-K,2016-02-11,edgar/data/1633917/0001633917-16-000113.txt,https://www.sec.gov/Archives/edgar/data/1633917/000163391716000113/pypl201510-k.htm
633,1637459,Kraft Heinz Co,10-K,2016-03-03,edgar/data/1637459/0001637459-16-000100.txt,https://www.sec.gov/Archives/edgar/data/1637459/000163745916000100/khc10k1316.htm
634,1652044,Alphabet Inc.,10-K,2016-02-11,edgar/data/1652044/0001652044-16-000012.txt,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000012/goog10-k2015.htm
635,1800,ABBOTT LABORATORIES,10-K,2016-02-19,edgar/data/1800/0001047469-16-010246.txt,https://www.sec.gov/Archives/edgar/data/1800/000104746916010246/a2227279z10-k.htm
636,18230,CATERPILLAR INC,10-K,2016-02-16,edgar/data/18230/0000018230-16-000410.txt,https://www.sec.gov/Archives/edgar/data/18230/000001823016000410/cat_10-kx12312015.htm
637,18926,"CENTURYLINK, INC",10-K,2016-02-25,edgar/data/18926/0000018926-16-000047.txt,https://www.sec.gov/Archives/edgar/data/18926/000001892616000047/ctl-2015123110k.htm
638,19617,JPMORGAN CHASE & CO,10-K,2016-02-23,edgar/data/19617/0000019617-16-000902.txt,https://www.sec.gov/Archives/edgar/data/19617/000001961716000902/corp10k2015.htm
639,200406,JOHNSON & JOHNSON,10-K,2016-02-24,edgar/data/200406/0000200406-16-000071.txt,https://www.sec.gov/Archives/edgar/data/200406/000020040616000071/form10-k20160103.htm
640,20286,CINCINNATI FINANCIAL CORP,10-K,2016-02-26,edgar/data/20286/0000020286-16-000055.txt,https://www.sec.gov/Archives/edgar/data/20286/000002028616000055/cinf-20151231x10k.htm
641,21344,COCA COLA CO,10-K,2016-02-25,edgar/data/21344/0000021344-16-000050.txt,https://www.sec.gov/Archives/edgar/data/21344/000002134416000050/a2015123110-k.htm
642,21665,COLGATE PALMOLIVE CO,10-K,2016-02-18,edgar/data/21665/0001628280-16-011343.txt,https://www.sec.gov/Archives/edgar/data/21665/000162828016011343/cl-12312015x10k.htm
643,217346,TEXTRON INC,10-K,2016-02-24,edgar/data/217346/0001104659-16-099562.txt,https://www.sec.gov/Archives/edgar/data/217346/000110465916099562/a15-23451_110k.htm
644,24545,MOLSON COORS BREWING CO,10-K,2016-02-11,edgar/data/24545/0000024545-16-000054.txt,https://www.sec.gov/Archives/edgar/data/24545/000002454516000054/tap2015123110-k.htm
645,24741,CORNING INC /NY,10-K,2016-02-12,edgar/data/24741/0000024741-16-000077.txt,https://www.sec.gov/Archives/edgar/data/24741/000002474116000077/form10k2015.htm
646,2488,ADVANCED MICRO DEVICES INC,10-K,2016-02-18,edgar/data/2488/0000002488-16-000111.txt,https://www.sec.gov/Archives/edgar/data/2488/000000248816000111/amd-12262015x10k.htm
647,26172,CUMMINS INC,10-K,2016-02-12,edgar/data/26172/0000026172-16-000033.txt,https://www.sec.gov/Archives/edgar/data/26172/000002617216000033/cmi2015final10-kdocument.htm
648,27419,TARGET CORP,10-K,2016-03-11,edgar/data/27419/0000027419-16-000043.txt,https://www.sec.gov/Archives/edgar/data/27419/000002741916000043/tgt-20160130x10k.htm
649,277135,GRAINGER W W INC,10-K,2016-02-29,edgar/data/277135/0000277135-16-000037.txt,https://www.sec.gov/Archives/edgar/data/277135/000027713516000037/gww20151231-10k.htm
650,277948,CSX CORP,10-K,2016-02-10,edgar/data/277948/0000277948-16-000046.txt,https://www.sec.gov/Archives/edgar/data/277948/000027794816000046/csx-12252015x10k.htm
651,27904,DELTA AIR LINES INC /DE/,10-K,2016-02-05,edgar/data/27904/0000027904-16-000018.txt,https://www.sec.gov/Archives/edgar/data/27904/000002790416000018/dal1231201510k.htm
652,28412,COMERICA INC /NEW/,10-K,2016-02-26,edgar/data/28412/0000028412-16-000196.txt,https://www.sec.gov/Archives/edgar/data/28412/000002841216000196/cma-2015form10k.htm
653,29534,DOLLAR GENERAL CORP,10-K,2016-03-22,edgar/data/29534/0001047469-16-011420.txt,https://www.sec.gov/Archives/edgar/data/29534/000104746916011420/a2227409z10-k.htm
654,29905,DOVER Corp,10-K,2016-02-12,edgar/data/29905/0000029905-16-000064.txt,https://www.sec.gov/Archives/edgar/data/29905/000002990516000064/a2015123110-k.htm
655,29989,OMNICOM GROUP INC.,10-K,2016-02-09,edgar/data/29989/0000029989-16-000015.txt,https://www.sec.gov/Archives/edgar/data/29989/000002998916000015/a201510-k.htm
656,30625,FLOWSERVE CORP,10-K,2016-02-18,edgar/data/30625/0000030625-16-000121.txt,https://www.sec.gov/Archives/edgar/data/30625/000003062516000121/fls12312015financialstatem.htm
657,310158,"Merck & Co., Inc.",10-K,2016-02-26,edgar/data/310158/0000310158-16-000063.txt,https://www.sec.gov/Archives/edgar/data/310158/000031015816000063/mrk1231201510k.htm
658,310764,STRYKER CORP,10-K,2016-02-11,edgar/data/310764/0000310764-16-000226.txt,https://www.sec.gov/Archives/edgar/data/310764/000031076416000226/syk10k12312015.htm
659,313616,DANAHER CORP /DE/,10-K,2016-02-24,edgar/data/313616/0000313616-16-000145.txt,https://www.sec.gov/Archives/edgar/data/313616/000031361616000145/dhr-20151231x10xk.htm
660,313927,CHURCH & DWIGHT CO INC /DE/,10-K,2016-02-19,edgar/data/313927/0001564590-16-012917.txt,https://www.sec.gov/Archives/edgar/data/313927/000156459016012917/chd-10k_20151231.htm
661,31462,ECOLAB INC.,10-K,2016-02-26,edgar/data/31462/0001558370-16-003581.txt,https://www.sec.gov/Archives/edgar/data/31462/000155837016003581/ecl-20151231x10k.htm
662,315213,HALF ROBERT INTERNATIONAL INC /DE/,10-K,2016-02-17,edgar/data/315213/0001628280-16-011322.txt,https://www.sec.gov/Archives/edgar/data/315213/000162828016011322/rhi10k123115.htm
663,315293,Aon plc,10-K,2016-02-22,edgar/data/315293/0001628280-16-011485.txt,https://www.sec.gov/Archives/edgar/data/315293/000162828016011485/aonplc201510-k.htm
664,316709,SCHWAB CHARLES CORP,10-K,2016-02-24,edgar/data/316709/0000316709-16-000067.txt,https://www.sec.gov/Archives/edgar/data/316709/000031670916000067/schw-20151231x10k.htm
665,31791,PERKINELMER INC,10-K,2016-03-01,edgar/data/31791/0000031791-16-000014.txt,https://www.sec.gov/Archives/edgar/data/31791/000003179116000014/pki-0103201610k.htm
666,318154,AMGEN INC,10-K,2016-02-16,edgar/data/318154/0000318154-16-000031.txt,https://www.sec.gov/Archives/edgar/data/318154/000031815416000031/amgn-12312015x10k.htm
667,320335,TORCHMARK CORP,10-K,2016-02-26,edgar/data/320335/0000320335-16-000059.txt,https://www.sec.gov/Archives/edgar/data/320335/000032033516000059/tmk201510-k.htm
668,33185,EQUIFAX INC,10-K,2016-02-24,edgar/data/33185/0000033185-16-000037.txt,https://www.sec.gov/Archives/edgar/data/33185/000003318516000037/efx10k20151231.htm
669,34088,EXXON MOBIL CORP,10-K,2016-02-24,edgar/data/34088/0000034088-16-000065.txt,https://www.sec.gov/Archives/edgar/data/34088/000003408816000065/xom10k2015.htm
670,34903,FEDERAL REALTY INVESTMENT TRUST,10-K,2016-02-09,edgar/data/34903/0000034903-16-000045.txt,https://www.sec.gov/Archives/edgar/data/34903/000003490316000045/frt-1231201510k.htm
671,352541,ALLIANT ENERGY CORP,10-K,2016-02-24,edgar/data/352541/0000352541-16-000076.txt,https://www.sec.gov/Archives/edgar/data/352541/000035254116000076/lnt1231201510-k.htm
672,352915,UNIVERSAL HEALTH SERVICES INC,10-K,2016-02-25,edgar/data/352915/0001564590-16-013375.txt,https://www.sec.gov/Archives/edgar/data/352915/000156459016013375/uhs-10k_20151231.htm
673,354190,GALLAGHER ARTHUR J & CO,10-K,2016-02-10,edgar/data/354190/0001193125-16-457703.txt,https://www.sec.gov/Archives/edgar/data/354190/000119312516457703/d118346d10k.htm
674,354908,FLIR SYSTEMS INC,10-K,2016-02-26,edgar/data/354908/0000354908-16-000103.txt,https://www.sec.gov/Archives/edgar/data/354908/000035490816000103/flir-12312015x10k.htm
675,354950,HOME DEPOT INC,10-K,2016-03-24,edgar/data/354950/0000354950-16-000060.txt,https://www.sec.gov/Archives/edgar/data/354950/000035495016000060/hd-1312016x10xk.htm
676,35527,FIFTH THIRD BANCORP,10-K,2016-02-25,edgar/data/35527/0001193125-16-478543.txt,https://www.sec.gov/Archives/edgar/data/35527/000119312516478543/d48375d10k.htm
