,sustainability,sustainable,renewable,climate change,green energy,carbon neutral,greening,clean energy,esg,greenhouse gas,recycle,circular economy,zero emissions,environmentally friendly,URL
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1390777/000139077716000204/bk201510-k_4q15.htm
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1393311/000139331116000036/psa-20151231x10k.htm
598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1393612/000139361216000059/dfs1231201510k.htm
599,0,0,0,7,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1396009/000139600916000044/vmc-20151231x10k.htm
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1402057/000140205716000057/cdw-20151231x10k.htm
601,0,1,0,0,0,0,0,0,0,0,0,0,0,1,https://www.sec.gov/Archives/edgar/data/1403568/000119312516523101/d101485d10k.htm
602,1,2,3,0,0,0,0,0,79,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1408198/000119312516482334/d20757d10k.htm
603,1,0,0,3,0,0,0,0,0,0,2,0,0,0,https://www.sec.gov/Archives/edgar/data/1410636/000156459016013247/awk-10k_20151231.htm
604,0,0,0,5,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1413329/000141332916000076/pm123115form10kwrapinclfsm.htm
605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1418091/000156459016013646/twtr-10k_20151231.htm
606,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/14272/000001427216000288/bmy-20151231x10xk.htm
607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1437107/000143710716000059/disca-2015123110k.htm
608,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1442145/000144214516000057/vrsk10k12312015.htm
609,0,3,0,4,0,0,0,0,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1466258/000146625816000319/ir-10kx12312015.htm
610,1,1,3,1,0,0,0,0,0,9,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1467858/000146785816000255/gm201510k.htm
611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1478242/000156459016012629/q-10k_20151231.htm
612,0,0,7,4,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1489393/000119312516465311/d131519d10k.htm
613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1492633/000156459016012905/nlsnnv-10k_20151231.htm
614,0,1,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158516000038/hii201510-k.htm
615,0,0,1,7,0,0,0,0,0,18,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1506307/000150630716000072/kmi-2015x10k.htm
616,0,0,24,8,0,0,0,0,0,27,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1510295/000151029516000078/mpc-20151231x10k.htm
617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1513761/000157104916012414/t1600485_10k.htm
618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1519751/000119312516478315/d121353d10k.htm
619,0,1,0,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1521332/000152133216000084/dlph1231201510k.htm
620,1,0,0,4,0,0,0,0,0,0,0,0,0,1,https://www.sec.gov/Archives/edgar/data/1524472/000152447216000027/xyl1231201510k.htm
621,1,0,17,11,0,0,0,0,0,5,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1534701/000153470116000119/psx-20151231_10k.htm
622,0,0,0,14,0,0,0,0,0,28,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1539838/000153983816000129/diamondback201510-k.htm
623,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1551152/000104746916010239/a2227341z10-k.htm
624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1551182/000155118216000041/etn12312015form10-k.htm
625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1555280/000155528016000344/zoetis-20151231x10kye.htm
626,0,0,2,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1571949/000157194916000020/ice2015123110k.htm
627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1579241/000157924116000056/alle-10kx12312015doc.htm
628,2,0,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1585689/000158568916000161/a2015hwh10-k.htm
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1590955/000156459016013001/payc-10k_20151231.htm
630,0,0,3,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1596532/000159653216000244/anet20151231-10k.htm
631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1601712/000160171216000069/synchrony1231201510k.htm
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1633917/000163391716000113/pypl201510-k.htm
633,0,0,1,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1637459/000163745916000100/khc10k1316.htm
634,0,0,4,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000012/goog10-k2015.htm
635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1800/000104746916010246/a2227279z10-k.htm
636,0,1,0,2,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/18230/000001823016000410/cat_10-kx12312015.htm
637,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/18926/000001892616000047/ctl-2015123110k.htm
638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/19617/000001961716000902/corp10k2015.htm
639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/200406/000020040616000071/form10-k20160103.htm
640,0,1,0,4,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/20286/000002028616000055/cinf-20151231x10k.htm
641,4,7,2,6,0,0,3,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/21344/000002134416000050/a2015123110-k.htm
642,4,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/21665/000162828016011343/cl-12312015x10k.htm
643,0,0,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/217346/000110465916099562/a15-23451_110k.htm
644,4,1,0,2,0,0,0,1,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/24545/000002454516000054/tap2015123110-k.htm
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/24741/000002474116000077/form10k2015.htm
646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/2488/000000248816000111/amd-12262015x10k.htm
647,7,0,0,0,0,0,0,0,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/26172/000002617216000033/cmi2015final10-kdocument.htm
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/27419/000002741916000043/tgt-20160130x10k.htm
649,0,0,1,0,0,0,0,4,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/277135/000027713516000037/gww20151231-10k.htm
650,1,1,0,2,0,0,0,0,0,0,0,0,0,1,https://www.sec.gov/Archives/edgar/data/277948/000027794816000046/csx-12252015x10k.htm
651,0,0,15,3,0,0,0,0,0,9,0,0,0,0,https://www.sec.gov/Archives/edgar/data/27904/000002790416000018/dal1231201510k.htm
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/28412/000002841216000196/cma-2015form10k.htm
653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/29534/000104746916011420/a2227409z10-k.htm
654,8,1,0,3,0,0,0,0,0,5,0,0,0,0,https://www.sec.gov/Archives/edgar/data/29905/000002990516000064/a2015123110-k.htm
655,0,0,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/29989/000002998916000015/a201510-k.htm
656,1,4,3,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/30625/000003062516000121/fls12312015financialstatem.htm
657,0,2,0,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/310158/000031015816000063/mrk1231201510k.htm
658,4,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/310764/000031076416000226/syk10k12312015.htm
659,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/313616/000031361616000145/dhr-20151231x10xk.htm
660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/313927/000156459016012917/chd-10k_20151231.htm
661,6,0,0,3,0,0,0,0,0,4,0,0,0,0,https://www.sec.gov/Archives/edgar/data/31462/000155837016003581/ecl-20151231x10k.htm
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/315213/000162828016011322/rhi10k123115.htm
663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/315293/000162828016011485/aonplc201510-k.htm
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/316709/000031670916000067/schw-20151231x10k.htm
665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/31791/000003179116000014/pki-0103201610k.htm
666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/318154/000031815416000031/amgn-12312015x10k.htm
667,0,2,2,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/320335/000032033516000059/tmk201510-k.htm
668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/33185/000003318516000037/efx10k20151231.htm
669,0,0,5,5,0,0,0,0,0,8,0,0,0,0,https://www.sec.gov/Archives/edgar/data/34088/000003408816000065/xom10k2015.htm
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/34903/000003490316000045/frt-1231201510k.htm
671,0,0,45,6,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/352541/000035254116000076/lnt1231201510-k.htm
672,0,0,2,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/352915/000156459016013375/uhs-10k_20151231.htm
673,0,0,1,0,0,0,0,31,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/354190/000119312516457703/d118346d10k.htm
674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/354908/000035490816000103/flir-12312015x10k.htm
675,8,3,2,1,0,0,0,0,0,0,1,0,0,0,https://www.sec.gov/Archives/edgar/data/354950/000035495016000060/hd-1312016x10xk.htm
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/35527/000119312516478543/d48375d10k.htm
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/36104/000119312516478568/d69262d10k.htm
678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/36270/000119312516469957/d60049d10k.htm
679,1,1,1,10,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/37785/000003778516000081/fmc201510k.htm
680,3,1,0,1,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/37996/000003799616000092/f1231201510-k.htm
681,3,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/39911/000003991116000269/fy201510-k.htm
682,1,0,4,0,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/40533/000004053316000056/gd-2015123110k.htm
683,0,0,54,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/40545/000004054516000145/ge10k2015.htm
684,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.sec.gov/Archives/edgar/data/40987/000119312516479829/d67913d10k.htm
685,3,2,2,5,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/4281/000119312516470162/d216801d10k.htm
686,0,0,0,4,0,0,0,0,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/4447/000156459016013433/hes-10k_20151231.htm
687,0,1,0,4,0,0,0,0,0,0,0,0,0,1,https://www.sec.gov/Archives/edgar/data/45012/000004501216000272/hal_12312015-10k.htm
688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/46080/000119312516475520/d120433d10k.htm
689,1,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/47111/000004711116000095/a2015_formx10-kq4.htm
690,0,0,16,3,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/48039/000004803916000090/hfc12-31x201510k.htm
691,0,1,14,7,0,0,0,5,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/4904/000000490416000056/ye15aep10k.htm
692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/49071/000004907116000117/hum-20151231x10k.htm
693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/49196/000004919616000032/hban-2015x1231x10k.htm
694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/4962/000119312516469798/d131774d10k.htm
695,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/4977/000000497716000259/afl12311510k.htm
696,0,3,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/49826/000004982616000151/itw-20151231x10k.htm
697,2,0,3,9,0,0,0,0,0,2,1,0,0,0,https://www.sec.gov/Archives/edgar/data/50863/000005086316000105/a10kdocument12262015q4.htm
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/51143/000104746916010329/a2226548z10-k.htm
699,8,5,0,4,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/51253/000005125316000026/internationalflavors10k2015.htm
700,3,1,0,10,0,1,0,0,0,1,1,0,0,0,https://www.sec.gov/Archives/edgar/data/51434/000005143416000042/ip10-k123115.htm
701,3,0,0,3,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/51644/000005164416000056/ipg12311510k.htm
702,2,4,1,6,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/5272/000000527216000035/maindocument001.htm
703,0,0,4,3,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/54480/000005448016000143/kcs1231201510k.htm
704,0,1,0,8,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/55067/000162828016011639/k-2015q410xk.htm
705,1,3,17,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/5513/000000551316000045/unm12312015-10xk.htm
706,3,1,0,4,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/55785/000005578516000138/kmb_2015x10k.htm
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/56873/000110465916108277/a15-23178_110k.htm
708,0,3,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/58492/000005849216000019/legq4201510k.htm
709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/59478/000005947816000321/lly-20151231x10k.htm
710,1,0,8,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/59558/000005955816000077/lnc-20151231x10k.htm
711,0,1,0,6,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/60086/000119312516470141/d90277d10k.htm
712,0,0,0,1,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/60667/000006066716000276/lowesform10k.htm
713,0,0,0,8,0,0,0,0,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/6201/000119312516474605/d78287d10k.htm
714,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/62709/000006270916000040/mmc1231201510k.htm
715,0,4,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/62996/000104746916010135/a2227221z10-k.htm
716,0,0,1,4,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/63754/000006375416000063/mkc-11302015x10kxq42015.htm
717,7,1,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/63908/000006390816000103/mcd-12312015x10k.htm
718,0,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/64040/000006404016000042/mhfi-20151231x10k.htm
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/64803/000006480316000074/cvs-20151231x10k.htm
720,3,2,8,12,0,0,0,1,0,11,0,0,0,0,https://www.sec.gov/Archives/edgar/data/65984/000006598416000436/etr-12312015x10k.htm
721,0,0,10,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/66740/000155837016003162/mmm-20151231x10k.htm
722,0,0,0,1,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/6769/000119312516481920/d62202d10k.htm
723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/68505/000006850516000017/msi201510-k.htm
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/701985/000070198516000051/lb130201610k.htm
725,0,0,0,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/702165/000070216516000162/nsc1231201510-k.htm
726,1,0,3,1,0,0,0,0,0,5,0,0,0,0,https://www.sec.gov/Archives/edgar/data/7084/000000708416000046/adm-20151231x10k.htm
727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/70858/000007085816000137/bac-1231201510xk.htm
728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/713676/000119312516482577/d100758d10k.htm
729,0,2,34,9,1,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/715957/000119312516480850/d126742d10k.htm
730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/718877/000104746916010584/a2227483z10-k.htm
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/719739/000071973916000073/sivb-12312015x10xk.htm
732,1,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/726728/000110465916095923/a15-23382_110k.htm
733,0,1,37,5,0,0,0,36,0,7,0,0,0,0,https://www.sec.gov/Archives/edgar/data/72741/000007274116000063/f2015form10k.htm
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/728535/000143774916025879/jbht20151231_10k.htm
735,0,0,59,16,0,0,0,3,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/72903/000007290316000123/xcel1231201510-k.htm
736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/72971/000007297116001045/wfc-12312015x10k.htm
737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/73124/000007312416000324/ntrs2015123110-k.htm
738,0,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/731766/000073176616000058/unh2015123110-k.htm
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/732712/000119312516473367/d35513d10k.htm
740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/732717/000073271716000147/ye15_10k.htm
741,0,2,0,0,0,0,0,0,0,1,2,0,0,0,https://www.sec.gov/Archives/edgar/data/73309/000119312516481119/d71252d10k.htm
742,0,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/740260/000074026016000201/vtr-20151231x10k.htm
743,1,0,0,3,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/74208/000007420816000140/a201510-k.htm
744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/745732/000074573216000037/rost-20160130x10k.htm
745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/746515/000074651516000053/a201510-k.htm
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/749251/000074925116000034/it-12312015x10k.htm
747,0,0,52,1,0,0,0,6,0,8,0,0,0,0,https://www.sec.gov/Archives/edgar/data/753308/000075330816000337/nee-12312015x10k.htm
748,0,0,2,0,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/75362/000119312516465258/d45361d10k.htm
749,0,3,3,2,0,0,0,0,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/75677/000007567716000030/pkg1231201510k.htm
750,0,12,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/759944/000075994416000099/citizens10k-2015.htm
751,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/764180/000076418016000128/a2015form10-k.htm
752,2,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/764478/000076447816000064/bby-2016x10k.htm
753,1,0,74,7,0,0,0,0,0,4,0,0,0,0,https://www.sec.gov/Archives/edgar/data/764622/000076462216000087/pnw2015123110-k.htm
754,12,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/765880/000155837016003110/hcp-20151231x10k.htm
755,0,1,0,0,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/766421/000076642116000065/alk10-k123115.htm
756,4,1,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/766704/000076670416000055/10-K.htm
757,9,6,2,7,0,0,0,0,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/769397/000076939716000067/adsk-0131201610xk.htm
758,0,1,0,2,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/77360/000007736016000058/pnr-20151231x10k.htm
759,0,3,1,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/773840/000093041316005457/c83288_10k.htm
760,8,6,1,11,0,0,0,0,0,1,1,0,0,0,https://www.sec.gov/Archives/edgar/data/77476/000007747616000066/pepsico201510-k.htm
761,0,3,1,4,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/78003/000007800316000077/pfe-12312015x10kshell.htm
762,0,1,2,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/78239/000007823916000062/pvh10k2015.htm
763,0,0,0,3,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/783280/000078328016000080/a10k2015.htm
764,0,0,27,3,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/783325/000010781516000248/wec1231201510-k.htm
765,0,0,25,9,0,0,0,7,0,7,1,0,0,0,https://www.sec.gov/Archives/edgar/data/788784/000078878416000014/pseg201510kq4.htm
766,4,7,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/789570/000156459016013639/mgm-10k_20151231.htm
767,0,0,0,4,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/796343/000079634316000224/adbe10kfy15.htm
768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/797468/000079746816000017/oxy10k12-31x2015.htm
769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/798354/000162828016011435/fisv-12312015x10k.htm
770,2,1,1,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/79879/000007987916000065/ppg-20151231x10k.htm
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/804753/000080475316000061/a201510-k.htm
772,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/80661/000008066116000080/pgr-20151231x10k.htm
773,0,1,39,3,0,0,0,5,0,5,0,0,0,0,https://www.sec.gov/Archives/edgar/data/811156/000110465916095725/a15-23273_110k.htm
774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/813672/000081367216000040/cdns0102201610-k.htm
775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/813828/000081382816000065/cbs_10k-123115.htm
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/814453/000081445316000176/nwl-12312015x10k.htm
777,16,4,0,3,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/815097/000081509716000030/a2015form10-kfrontpart.htm
778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/815556/000081555616000087/fast1231201510-k.htm
779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/818479/000081847916000056/dentsply201510-k.htm
780,2,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/820027/000082002716000168/ameriprisefinancial12312015.htm
781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/820313/000110465916098503/a15-23486_110k.htm
782,0,0,0,11,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/821189/000082118916000054/a2015123110-k.htm
783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/822416/000082241616000048/a201510-k.htm
784,0,6,16,9,0,0,0,0,0,3,2,0,0,1,https://www.sec.gov/Archives/edgar/data/823768/000119312516467957/d83265d10k.htm
785,0,1,23,1,0,0,0,0,0,7,0,0,0,0,https://www.sec.gov/Archives/edgar/data/827052/000082705216000222/eix-sce201510k.htm
786,0,0,2,2,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/831001/000083100116000235/c-12312015x10k.htm
787,0,1,2,4,0,0,0,0,0,4,0,0,0,0,https://www.sec.gov/Archives/edgar/data/831259/000083125916000062/a2015form10-k.htm
