,sustainability,sustainable,renewable,climate change,green energy,carbon neutral,greening,clean energy,esg,greenhouse gas,recycle,circular economy,zero emissions,environmentally friendly,URL
1239,1,3,0,3,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/783280/000078328017000012/a10k2016.htm
1240,0,0,25,4,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/783325/000010781517000104/wec1231201610-k.htm
1241,0,0,30,8,0,0,0,5,0,4,1,0,0,0,https://www.sec.gov/Archives/edgar/data/788784/000078878417000003/pseg201610kq4.htm
1242,5,7,1,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/789570/000156459017003007/mgm-10k_20161231.htm
1243,0,0,0,4,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/796343/000079634317000031/adbe10kfy16.htm
1244,0,0,0,2,0,0,0,0,0,4,0,0,0,0,https://www.sec.gov/Archives/edgar/data/797468/000079746817000003/oxy10k12-31x2016.htm
1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/798354/000079835417000006/fisv1231201610-k.htm
1246,2,1,1,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/79879/000007987917000009/ppg201610k.htm
1247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/804753/000080475317000004/a201610-k.htm
1248,0,0,3,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/80661/000008066117000012/pgr-20161231x10k.htm
1249,3,2,43,3,0,0,0,1,0,5,0,0,0,0,https://www.sec.gov/Archives/edgar/data/811156/000110465917006823/a17-1055_110k.htm
1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/813672/000081367217000006/cdns1231201610-k.htm
1251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/813828/000081382817000005/cbs_10k-123116.htm
1252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/814453/000081445317000027/nwl-12312016x10k.htm
1253,15,4,0,3,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/815097/000081509717000001/a2016form10-kfrontpart.htm
1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/815556/000081555617000009/fast1231201610-k.htm
1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/818479/000081847917000007/dentsplysirona201610-k.htm
1256,2,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/820027/000082002717000007/ameriprisefinancial12312016.htm
1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/820313/000155837017000659/aph-20161231x10k.htm
1258,0,0,0,11,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/821189/000082118917000017/a2016123110-k.htm
1259,0,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/822416/000082241617000008/a201610-k.htm
1260,0,5,16,11,0,1,0,0,0,2,2,0,0,1,https://www.sec.gov/Archives/edgar/data/823768/000119312517046480/d252547d10k.htm
1261,1,0,24,7,0,0,0,0,0,6,0,0,0,0,https://www.sec.gov/Archives/edgar/data/827052/000082705217000033/eix-sce201610k.htm
1262,0,0,2,2,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/831001/000083100117000038/c-12312016x10k.htm
1263,0,1,2,3,0,0,0,0,0,4,0,0,0,0,https://www.sec.gov/Archives/edgar/data/831259/000083125917000012/a2016form10-k.htm
1264,0,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/832101/000083210117000016/iex-20161231x10k.htm
1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/84839/000117120017000077/i17072_rol-10k.htm
1266,4,1,0,1,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/851968/000085196817000020/a201610kdocument.htm
1267,0,0,0,19,0,0,0,0,0,6,1,0,0,0,https://www.sec.gov/Archives/edgar/data/858470/000085847017000007/cog-12312016x10k.htm
1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/860730/000119312517052253/d299981d10k.htm
1269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/860731/000086073117000006/tyl12312016-10k.htm
1270,0,0,0,3,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/86312/000104746917000695/a2230860z10-k.htm
1271,1,1,0,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/865752/000110465917013048/a17-4132_110k.htm
1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/872589/000153217617000008/regn-123116x10k.htm
1273,0,0,0,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/87347/000156459017000589/slb-10k_20161231.htm
1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/874716/000087471617000004/c716-20161231x10k.htm
1275,1,2,43,7,0,0,0,1,0,9,1,0,0,0,https://www.sec.gov/Archives/edgar/data/874761/000087476117000003/a2016form10-k.htm
1276,0,0,3,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/874766/000087476617000010/hig1231201610-kdocument.htm
1277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/875045/000087504517000009/biib-20161231x10k.htm
1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/875320/000087532017000017/a201610k-main.htm
1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/877212/000087721217000009/a10k12312016zebra.htm
1280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/877890/000087789017000030/ctxs12-31x201610xk.htm
1281,3,0,0,1,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/878927/000087892717000005/a201610-k.htm
1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/879101/000143774917003269/kim20161231_10k.htm
1283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/879169/000155837017000594/incy-20161231x10k.htm
1284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/8818/000104746917000881/a2230940z10-k.htm
1285,2,2,0,2,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/882095/000088209517000006/a2016form10-k.htm
1286,0,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/882835/000088283517000006/cy2016_10-k.htm
1287,1,0,0,3,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/884887/000088488717000020/rcl-20161231x10k.htm
1288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/885725/000088572517000006/a2016form10-k.htm
1289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/886982/000119312517056804/d308759d10k.htm
1290,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/895421/000119312517059212/d328282d10k.htm
1291,0,1,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/896159/000089615917000004/cb-12312016x10k.htm
1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/89800/000008980017000005/shw-12312016x10k.htm
1293,0,0,0,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/898173/000089817317000091/orly-20161231x10xk.htm
1294,0,3,3,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/899051/000089905117000005/allcorp-12311610xk.htm
1295,0,0,3,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/899689/000089968917000004/vornado2016form10k.htm
1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/899866/000089986617000044/alxn10k12312016.htm
1297,16,2,3,4,0,0,0,0,0,0,0,0,0,2,https://www.sec.gov/Archives/edgar/data/906107/000090610717000007/eqr-20161231x10k.htm
1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/906163/000156459017001623/nvr-10k_20161231.htm
1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/908255/000090825517000011/a10k12312016.htm
1300,6,1,0,2,0,0,0,0,0,1,0,0,0,1,https://www.sec.gov/Archives/edgar/data/910606/000091060617000006/reg10-k123116.htm
1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/91142/000119312517047795/d280399d10k.htm
1302,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/912595/000091259517000005/maa12312016-10k.htm
1303,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/914208/000091420817000328/a201610-k.htm
1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/91440/000119312517036139/d308837d10k.htm
1305,10,3,1,0,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/915389/000091538917000014/emn2016123110k.htm
1306,0,1,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/91576/000009157617000013/key-123116x10k.htm
1307,1,0,0,3,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/915912/000091591217000004/a201610-k.htm
1308,1,2,1,11,0,0,0,1,0,4,0,0,0,1,https://www.sec.gov/Archives/edgar/data/915913/000091591317000010/a1231201610-kdocument.htm
1309,0,0,0,5,0,0,0,0,0,4,1,0,0,0,https://www.sec.gov/Archives/edgar/data/916076/000119312517056282/d344578d10k.htm
1310,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/916365/000091636517000031/a2016form10-k.htm
1311,0,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/920148/000092014817000018/lh10-k2016.htm
1312,0,1,0,0,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/920522/000092052217000014/ess-123116x10k.htm
1313,0,0,0,1,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/920760/000162828017000327/len-20161130x10k.htm
1314,4,2,101,11,0,0,0,6,0,37,0,0,0,0,https://www.sec.gov/Archives/edgar/data/92122/000009212217000007/so_10-kx12312016.htm
1315,15,1,4,11,0,0,0,3,0,4,0,0,0,0,https://www.sec.gov/Archives/edgar/data/922224/000092222417000010/ppl-1231201610k.htm
1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/92230/000009223017000021/form10-kx2016.htm
1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/922864/000092286417000006/a201610-k.htm
1318,2,0,0,4,0,0,0,0,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/92380/000009238017000029/luv-12312016x10k.htm
1319,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/927066/000156459017002409/dva-10k_20161231.htm
1320,0,0,2,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/927628/000092762817000115/cof-12312016x10k.htm
1321,0,1,4,3,0,0,0,0,0,6,0,0,0,0,https://www.sec.gov/Archives/edgar/data/93410/000009341017000013/cvx-123116x10kdoc.htm
1322,0,3,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/93556/000009355617000006/swk_10k2016.htm
1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/935703/000093570317000011/dltr-2017x01x28x10k.htm
1324,0,1,53,2,0,0,0,1,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/936340/000093634017000064/dteenergy2016123110k.htm
1325,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/936468/000119312517036192/d290249d10k.htm
1326,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/93751/000009375117000249/stt-20161231_10k.htm
1327,14,1,0,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/9389/000155837017001300/bll-20161231x10k.htm
1328,2,0,0,6,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/943452/000162828017001863/wab1231201610k.htm
1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/945841/000094584117000028/pool-12312016x10k.htm
1330,0,3,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/96943/000009694317000014/tfx-20161231x10k.htm
1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/97210/000119312517064638/d274101d10k.htm
1332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/97476/000156459017002142/txn-10k_20161231.htm
1333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/97745/000009774517000007/tmo201610k.htm
1334,0,0,0,3,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/98246/000009824617000061/tif-2017131x10k.htm
1335,1,0,0,2,0,0,0,0,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1002047/000156459017012758/ntap-10k_20170428.htm
1336,0,13,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1037038/000103703817000004/rl-20170401x10k.htm
1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1170010/000117001017000053/kmx0228201710-k.htm
1338,0,0,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1341439/000119312517214833/d385998d10k.htm
1339,5,6,2,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/14693/000001469317000119/bfb-2017430x10k.htm
1340,1,3,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1585364/000158536417000071/cy16q410k.htm
1341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1604778/000160477817000031/qorvo2017040110-k.htm
1342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1613103/000161310317000018/mdt-2017428x10k.htm
1343,0,0,1,3,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/16918/000001691817000029/stz_228201710k.htm
1344,0,2,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/40704/000119312517217396/d363051d10k.htm
1345,3,1,0,0,0,0,0,0,0,1,1,0,0,0,https://www.sec.gov/Archives/edgar/data/60667/000006066717000076/lowesform10k.htm
1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/712515/000071251517000035/ea3312017-q410kdoc.htm
1347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/743988/000074398817000046/xlnx41201710k.htm
1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/815094/000156459017011690/abmd-10k_20170331.htm
1349,0,0,1,5,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/827054/000082705417000098/a2017-03x3110k.htm
1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/849399/000084939917000009/symc33117-10k.htm
1351,2,1,3,5,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/91419/000009141917000005/sjm43017-10xk.htm
1352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/927653/000092765317000007/mck_10kx3312017.htm
1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/946581/000162828017005833/ttwo10k03312017.htm
1354,0,4,1,4,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1001250/000110465917053604/a17-15494_110k.htm
1355,1,4,1,5,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1048911/000095012317006152/fdx-10k_20170531.htm
1356,1,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/106040/000010604017000027/wdc-2017q410xkxdoc.htm
1357,0,1,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1116132/000111613217000011/coh7012017-10k.htm
1358,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://www.sec.gov/Archives/edgar/data/1137789/000119312517248796/d410656d10k.htm
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1383312/000138331217000053/br-20170630x10xk.htm
1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1564708/000119312517257248/d412501d10k.htm
1361,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1596783/000159678317000148/a10-kfy17xq4.htm
1362,2,2,0,1,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/16732/000001673217000058/cpb-7302017x10xk.htm
1363,2,0,1,5,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1679273/000155837017005308/lw-20170528x10k.htm
1364,0,1,0,1,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/202058/000020205817000037/hrs630201710-k.htm
1365,6,0,0,2,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/21076/000162828017008700/fy17clx10k.htm
1366,3,1,0,7,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/23217/000162828017007184/cag-2017x10k.htm
1367,0,0,0,1,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/319201/000031920117000034/klac10k2017.htm
1368,2,2,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/320187/000032018717000090/nke-5312017x10k.htm
1369,0,3,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/707549/000070754917000100/lrcx_10kx2017xdocument.htm
1370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/721371/000072137117000083/a17q4_10kx63017xform10-k.htm
1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/723254/000072325417000020/ctas531201710k.htm
1372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/723531/000072353117000023/payx-20170531x10k.htm
1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/743316/000074331617000028/maxim10-kfy2017.htm
1374,0,0,4,1,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/76334/000007633417000095/ph630201710-k.htm
1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/779152/000077915217000040/jkhy-20170630x10k.htm
1376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/789019/000156459017014900/msft-10k_20170630.htm
1377,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/80424/000008042417000047/fy161710-kreport.htm
1378,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/858877/000085887717000016/csco-2017729x10k.htm
1379,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/8670/000000867017000010/q4fy1710k.htm
1380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/896878/000089687817000130/fy17q410-kdocument.htm
1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/900075/000090007517000044/cprt07312017-10k.htm
1382,4,3,1,3,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/940944/000094094417000027/dri-201710xk.htm
1383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/943819/000119312517248016/d380137d10k.htm
1384,1,2,0,1,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/96021/000009602117000120/syy201710-k.htm
1385,0,2,0,2,0,0,0,0,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/100493/000010049317000133/tsn201710kq4.htm
1386,5,6,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1024478/000102447817000034/fy2017form10k.htm
1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1048695/000104869517000028/ffiv10k9-30x2017.htm
1388,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/10795/000001079517000021/bdx2017-09x3010xk.htm
1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1090872/000109087217000018/a-10312017x10k.htm
1390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1140859/000114085917000047/abc10-kxseptember302017.htm
1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1260221/000126022117000060/tdg2017-09x3010xk.htm
1392,0,3,0,0,0,0,0,0,0,4,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1385157/000104746917007037/a2233456z10-k.htm
1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1403161/000140316117000044/v093017.htm
1394,1,2,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1467373/000146737317000430/acn831201710k.htm
1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1601046/000160104617000033/keys-10312017x10k.htm
1396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1618921/000161892117000069/wba-2017831x10k.htm
1397,0,0,0,4,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1645590/000162828017012383/hpe-10312017x10k.htm
1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/203527/000162828017011837/varian10-k2017.htm
1399,0,0,0,1,0,0,0,3,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/2969/000000296917000039/apd-10xkx30sep2017.htm
1400,1,0,1,4,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/315189/000104746917007719/a2233505z10-k.htm
1401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm
1402,3,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/32604/000003260417000046/emr-09302017x10xk.htm
1403,0,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/38777/000003877717000268/form10k93017.htm
1404,1,1,0,4,0,0,0,0,0,3,0,0,0,0,https://www.sec.gov/Archives/edgar/data/4127/000000412717000033/fy1710k92917.htm
1405,15,4,2,6,0,0,0,0,0,2,1,1,0,0,https://www.sec.gov/Archives/edgar/data/47217/000004721717000043/hp-103117x10k1.htm
1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/48465/000110465917074227/a17-26513_110k.htm
1407,7,5,0,3,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/52988/000156459017024192/jec-10k_20170929.htm
1408,3,0,1,0,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/6281/000000628117000144/adi-10282017x10k.htm
1409,1,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/6951/000000695117000038/amat1029201710-kq42017.htm
1410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/711404/000071140417000044/coo_20171031-10k.htm
1411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/720005/000072000517000089/rjf-20170930x10k.htm
1412,3,0,0,2,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/723125/000072312517000131/a2017q4.htm
1413,0,0,0,7,0,0,0,0,0,2,0,0,0,0,https://www.sec.gov/Archives/edgar/data/731802/000073180217000041/ato2017093010-k.htm
1414,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/804328/000123445217000190/qcom10-k2017.htm
1415,3,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/829224/000082922417000049/sbux-1012017x10xk.htm
1416,0,2,0,2,0,0,0,0,0,2,1,0,0,0,https://www.sec.gov/Archives/edgar/data/833444/000083344417000060/jciplc201710-k.htm
1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/859737/000085973717000023/holx_q4-2017.htm
1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/866787/000119312517319357/d447746d10k.htm
1419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/882184/000088218417000103/a2017930-10k.htm
1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/883241/000088324117000014/snps10311710-k.htm
1421,1,0,0,4,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/909832/000090983217000014/cost10k90317.htm
1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1000228/000100022818000012/the10k_2017.htm
1423,2,0,0,7,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1000697/000119312518060830/d506350d10k.htm
1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1001082/000155837018000826/dish-20171231x10k.htm
1425,0,0,42,0,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/1002910/000100291018000069/aee201710-k.htm
1426,0,1,0,3,0,0,0,0,0,1,0,0,0,0,https://www.sec.gov/Archives/edgar/data/100517/000119312518054235/d471340d10k.htm
1427,0,0,0,8,0,0,0,0,0,0,0,0,0,0,https://www.sec.gov/Archives/edgar/data/100885/000010088518000048/unp-20171231x10k.htm
